env;quartier;dc;zone;type;Application;Cap;Use;Use%
hp;AN;d2;Int;data;anais_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;annuaires_dv;1.0;0.0;0.0
hp;AN;d2;Int;data;annuaires_qf;20.0;7.54;37.7
hp;AN;d2;Int;data;audit_an_data_hp;1.0;0.03;2.51
hp;AN;d2;Int;data;contacts_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;igesa_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;keycloak_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;keycloak_qf2;1.0;0.0;0.0
hp;AN;d2;Int;data;pegase_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;replicateurs_qf;1.0;0.0;0.0
hp;AN;d2;Int;data;sandbox_qt;1.0;0.0;0.0
hp;AN;d2;Int;data;spoc_dv;1.0;0.39;38.53
hp;AN;d2;Int;data;spoc_qf;1.0;0.26;26.14
hp;AN;d2;Int;data;sugoi_qf;1.0;0.13;13.45
hp;AN;d2;Int;logs;anais_qf;1.0;0.0;0.16
hp;AN;d2;Int;logs;annuaires_dv;1.0;0.0;0.0
hp;AN;d2;Int;logs;annuaires_qf;10.0;2.89;28.9
hp;AN;d2;Int;logs;contacts_qf;1.0;0.02;2.4
hp;AN;d2;Int;logs;igesa_qf;1.0;0.0;0.0
hp;AN;d2;Int;logs;keycloak_qf;10.0;1.57;15.7
hp;AN;d2;Int;logs;keycloak_qf2;1.0;0.28;27.88
hp;AN;d2;Int;logs;pegase_qf;1.0;0.0;0.0
hp;AN;d2;Int;logs;replicateurs_qf;1.0;0.0;0.0
hp;AN;d2;Int;logs;sandbox_qt;1.0;0.0;0.0
hp;AN;d2;Int;logs;spoc_dv;1.0;0.0;0.01
hp;AN;d2;Int;logs;spoc_qf;1.0;0.01;1.46
hp;AN;d2;Int;logs;sugoi_qf;10.0;1.11;11.1
hp;AP;d2;Int;data;dial_dv;5.0;0.0;0.0
hp;AP;d2;Int;data;formetda_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;formetda_dv2;1.0;0.0;0.0
hp;AP;d2;Int;data;gitlab_qf;10.0;1.38;13.8
hp;AP;d2;Int;data;gravitee_dv;10.0;1.62;16.2
hp;AP;d2;Int;data;hd_dv;50.0;19.8;39.6
hp;AP;d2;Int;data;majiba3_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;majiba3_dv2;1.0;0.0;0.0
hp;AP;d2;Int;data;majiba3_dv3;1.0;0.0;0.0
hp;AP;d2;Int;data;majiba3_dv4;1.0;0.0;0.0
hp;AP;d2;Int;data;majiba_dv;1.0;0.0;0.01
hp;AP;d2;Int;data;majiba_qf;1.0;0.0;0.11
hp;AP;d2;Int;data;oiseau_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;oiseau_dv2;1.0;0.0;0.0
hp;AP;d2;Int;data;pegase_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;playground_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;pocrclone_dv;1.0;0.0;0.05
hp;AP;d2;Int;data;r2d2_qf;10.0;0.4;3.97
hp;AP;d2;Int;data;r2d2_qf2;1.0;0.43;42.7
hp;AP;d2;Int;data;rainette_dv;5.0;0.0;0.0
hp;AP;d2;Int;data;rainette_dv3;1.0;0.0;0.0
hp;AP;d2;Int;data;rainette_dv9;1.0;0.0;0.0
hp;AP;d2;Int;data;reinitmp_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;reinitmp_qf;1.0;0.0;0.0
hp;AP;d2;Int;data;sftpgo_dv;50.0;0.0;0.0
hp;AP;d2;Int;data;sst_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;sugoi_dv5;1.0;0.0;0.0
hp;AP;d2;Int;data;todelete_dv2;1.0;0.0;0.0
hp;AP;d2;Int;data;todelete_dv3;1.0;0.0;0.0
hp;AP;d2;Int;data;todelete_dv5;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv2;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv3;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv4;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv5;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv7;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_dv8;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_qf4;1.0;0.0;0.0
hp;AP;d2;Int;data;todeletetest_qf5;1.0;0.0;0.0
hp;AP;d2;Int;data;vault_dv;1.0;0.08;8.47
hp;AP;d2;Int;data;vault_pd;5.0;0.11;2.19
hp;AP;d2;Int;data;wspegase_dv;1.0;0.0;0.0
hp;AP;d2;Int;data;wspegase_qf;1.0;0.0;0.0
hp;AP;d2;Int;logs;dial_dv;2.0;0.0;0.0
hp;AP;d2;Int;logs;formetda_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;formetda_dv2;1.0;0.0;0.0
hp;AP;d2;Int;logs;gitlab_qf;1.0;0.02;2.45
hp;AP;d2;Int;logs;gravitee_dv;10.0;0.07;0.72
hp;AP;d2;Int;logs;hd_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;majiba3_dv;1.0;0.03;3.11
hp;AP;d2;Int;logs;majiba3_dv2;1.0;0.0;0.0
hp;AP;d2;Int;logs;majiba3_dv3;1.0;0.0;0.0
hp;AP;d2;Int;logs;majiba3_dv4;1.0;0.0;0.0
hp;AP;d2;Int;logs;majiba_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;majiba_qf;1.0;0.0;0.0
hp;AP;d2;Int;logs;oiseau_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;oiseau_dv2;1.0;0.0;0.0
hp;AP;d2;Int;logs;pegase_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;playground_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;pocrclone_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;r2d2_qf;1.0;0.05;5.47
hp;AP;d2;Int;logs;r2d2_qf2;1.0;0.02;1.79
hp;AP;d2;Int;logs;rainette_dv;5.0;0.0;0.0
hp;AP;d2;Int;logs;rainette_dv3;1.0;0.0;0.0
hp;AP;d2;Int;logs;rainette_dv9;1.0;0.0;0.0
hp;AP;d2;Int;logs;reinitmp_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;reinitmp_qf;1.0;0.0;0.0
hp;AP;d2;Int;logs;sftpgo_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;sst_dv;1.0;0.0;0.04
hp;AP;d2;Int;logs;sugoi_dv5;1.0;0.0;0.0
hp;AP;d2;Int;logs;todelete_dv2;1.0;0.0;0.0
hp;AP;d2;Int;logs;todelete_dv3;1.0;0.0;0.0
hp;AP;d2;Int;logs;todelete_dv5;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv2;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv3;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv4;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv5;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv7;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_dv8;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_qf4;1.0;0.0;0.0
hp;AP;d2;Int;logs;todeletetest_qf5;1.0;0.0;0.0
hp;AP;d2;Int;logs;vault_dv;1.0;0.0;0.12
hp;AP;d2;Int;logs;vault_pd;50.0;7.34;14.68
hp;AP;d2;Int;logs;wspegase_dv;1.0;0.0;0.0
hp;AP;d2;Int;logs;wspegase_qf;1.0;0.0;0.0
hp;CJ;d2;Int;data;conjoncture_dv;10.0;8.23;82.3
hp;CJ;d2;Int;data;conjoncture_dv2;10.0;7.2;72.0
hp;CJ;d2;Int;data;conjoncture_dv3;20.0;11.1;55.5
hp;CJ;d2;Int;data;conjoncturedepouillement_dv;1.0;0.0;0.04
hp;CJ;d2;Int;data;conjoncturedepouillement_dv2;1.0;0.0;0.0
hp;CJ;d2;Int;data;conjoncturedepouillement_dv3;1.0;0.0;0.01
hp;CJ;d2;Int;data;elbs_dv;10.0;0.2;1.96
hp;CJ;d2;Int;data;elbs_dv2;1.0;0.12;12.34
hp;CJ;d2;Int;data;elbs_dv3;2.0;0.22;10.78
hp;CJ;d2;Int;data;elbs_dv4;1.0;0.0;0.0
hp;CJ;d2;Int;data;elbs_qf;50.0;6.0;12.0
hp;CJ;d2;Int;data;elbs_qf2;1.0;0.13;12.74
hp;CJ;d2;Int;data;elbs_qf3;1.0;0.18;18.0
hp;CJ;d2;Int;data;harmonica_dv;20.0;9.39;46.95
hp;CJ;d2;Int;data;harmonica_dv2;20.0;6.8;34.0
hp;CJ;d2;Int;data;harmonica_dv3;20.0;5.92;29.6
hp;CJ;d2;Int;data;harmonica_dv4;20.0;0.68;3.38
hp;CJ;d2;Int;data;harmonica_dv5;10.0;1.17;11.7
hp;CJ;d2;Int;data;harmonica_dv6;2.0;0.71;35.37
hp;CJ;d2;Int;data;ofats_dv;1.0;0.04;4.49
hp;CJ;d2;Int;data;ofats_dv2;1.0;0.07;6.89
hp;CJ;d2;Int;data;papaye_dv;1.0;0.0;0.0
hp;CJ;d2;Int;data;papaye_dv2;1.0;0.4;40.22
hp;CJ;d2;Int;data;papaye_dv3;1.0;0.49;48.74
hp;CJ;d2;Int;data;papaye_dv4;1.0;0.42;41.6
hp;CJ;d2;Int;data;papaye_dv5;1.0;0.0;0.11
hp;CJ;d2;Int;data;papaye_dv6;2.0;0.0;0.06
hp;CJ;d2;Int;data;tourisme3_dv;10.0;2.64;26.4
hp;CJ;d2;Int;data;tourisme3_dv2;5.0;2.49;49.8
hp;CJ;d2;Int;logs;conjoncture_dv;1.0;0.03;2.8
hp;CJ;d2;Int;logs;conjoncture_dv2;1.0;0.4;39.87
hp;CJ;d2;Int;logs;conjoncture_dv3;1.0;0.03;3.21
hp;CJ;d2;Int;logs;conjoncturedepouillement_dv;1.0;0.0;0.03
hp;CJ;d2;Int;logs;conjoncturedepouillement_dv2;1.0;0.0;0.03
hp;CJ;d2;Int;logs;conjoncturedepouillement_dv3;1.0;0.0;0.03
hp;CJ;d2;Int;logs;elbs_dv;1.0;0.01;0.67
hp;CJ;d2;Int;logs;elbs_dv2;1.0;0.0;0.33
hp;CJ;d2;Int;logs;elbs_dv3;1.0;0.16;15.93
hp;CJ;d2;Int;logs;elbs_dv4;1.0;0.0;0.06
hp;CJ;d2;Int;logs;elbs_qf;10.0;0.0;0.0
hp;CJ;d2;Int;logs;elbs_qf2;1.0;0.0;0.0
hp;CJ;d2;Int;logs;elbs_qf3;1.0;0.0;0.49
hp;CJ;d2;Int;logs;harmonica_dv;1.0;0.03;3.1
hp;CJ;d2;Int;logs;harmonica_dv2;1.0;0.06;5.72
hp;CJ;d2;Int;logs;harmonica_dv3;1.0;0.03;2.54
hp;CJ;d2;Int;logs;harmonica_dv4;1.0;0.01;0.86
hp;CJ;d2;Int;logs;harmonica_dv5;1.0;0.07;7.12
hp;CJ;d2;Int;logs;harmonica_dv6;1.0;0.0;0.09
hp;CJ;d2;Int;logs;ofats_dv;1.0;0.14;14.14
hp;CJ;d2;Int;logs;ofats_dv2;1.0;0.0;0.3
hp;CJ;d2;Int;logs;papaye_dv;1.0;0.02;2.38
hp;CJ;d2;Int;logs;papaye_dv2;1.0;0.19;19.16
hp;CJ;d2;Int;logs;papaye_dv3;1.0;0.16;15.55
hp;CJ;d2;Int;logs;papaye_dv4;1.0;0.06;5.76
hp;CJ;d2;Int;logs;papaye_dv5;1.0;0.0;0.02
hp;CJ;d2;Int;logs;papaye_dv6;2.0;0.0;0.0
hp;CJ;d2;Int;logs;tourisme3_dv;1.0;0.02;1.68
hp;CJ;d2;Int;logs;tourisme3_dv2;2.0;0.01;0.56
hp;CN;d2;Int;data;ariege_dv;1.0;0.53;53.4
hp;CN;d2;Int;data;ariege_dv2;1.0;0.0;0.0
hp;CN;d2;Int;data;ariege_dv3;1.0;0.0;0.0
hp;CN;d2;Int;data;ecmoss_dv;1.0;0.21;21.26
hp;CN;d2;Int;data;ecmoss_dv2;1.0;0.18;18.34
hp;CN;d2;Int;data;goeland_dv;20.0;13.3;66.5
hp;CN;d2;Int;data;goeland_dv2;20.0;13.22;66.1
hp;CN;d2;Int;data;goeland_dv3;1.0;0.0;0.02
hp;CN;d2;Int;data;toucan_dv;5.0;0.0;0.0
hp;CN;d2;Int;data;toucan_dv2;1.0;0.13;12.68
hp;CN;d2;Int;data;toucan_dv3;1.0;0.02;2.1
hp;CN;d2;Int;logs;ariege_dv;1.0;0.0;0.11
hp;CN;d2;Int;logs;ariege_dv2;1.0;0.0;0.06
hp;CN;d2;Int;logs;ariege_dv3;1.0;0.0;0.05
hp;CN;d2;Int;logs;ecmoss_dv;1.0;0.07;7.04
hp;CN;d2;Int;logs;ecmoss_dv2;1.0;0.1;9.85
hp;CN;d2;Int;logs;goeland_dv;1.0;0.0;0.36
hp;CN;d2;Int;logs;goeland_dv2;1.0;0.0;0.07
hp;CN;d2;Int;logs;goeland_dv3;1.0;0.01;0.66
hp;CN;d2;Int;logs;toucan_dv;1.0;0.0;0.11
hp;CN;d2;Int;logs;toucan_dv2;1.0;0.0;0.38
hp;CN;d2;Int;logs;toucan_dv3;1.0;0.02;1.94
hp;DF;d2;Int;data;ddl_dv;10.0;1.28;12.8
hp;DF;d2;Int;data;ddl_dv2;50.0;10.32;20.64
hp;DF;d2;Int;data;ddl_qf;20.0;10.23;51.15
hp;DF;d2;Int;data;ddl_qf2;40.0;31.33;78.33
hp;DF;d2;Int;data;edl_dv;50.0;31.92;63.84
hp;DF;d2;Int;data;edl_dv2;500.0;337.7;67.54
hp;DF;d2;Int;data;statweb4g_qf;150.0;0.55;0.36
hp;DF;d2;Int;data;web4g_dv;600.0;502.4;83.73
hp;DF;d2;Int;data;web4g_dv2;800.0;535.7;66.96
hp;DF;d2;Int;data;wip_dv;50.0;0.0;0.0
hp;DF;d2;Int;logs;ddl_dv;1.0;0.0;0.26
hp;DF;d2;Int;logs;ddl_dv2;50.0;0.04;0.08
hp;DF;d2;Int;logs;ddl_qf;1.0;0.0;0.04
hp;DF;d2;Int;logs;ddl_qf2;1.0;0.03;3.2
hp;DF;d2;Int;logs;edl_dv;1.0;0.12;11.73
hp;DF;d2;Int;logs;edl_dv2;1.0;0.17;17.16
hp;DF;d2;Int;logs;statweb4g_qf;1.0;0.0;0.0
hp;DF;d2;Int;logs;web4g_dv;10.0;3.45;34.5
hp;DF;d2;Int;logs;web4g_dv2;10.0;2.0;20.0
hp;DF;d2;Int;logs;wip_dv;5.0;0.01;0.14
hp;EN;d2;Int;data;calvados_dv;1.0;0.12;12.48
hp;EN;d2;Int;data;calvados_dv2;1.0;0.06;5.87
hp;EN;d2;Int;data;calvados_dv3;1.0;0.02;2.08
hp;EN;d2;Int;data;citrus_dv;1.0;0.06;6.32
hp;EN;d2;Int;data;esane_dv;20.0;18.36;91.8
hp;EN;d2;Int;data;esane_dv10;100.0;0.0;0.0
hp;EN;d2;Int;data;esane_dv11;100.0;0.0;0.0
hp;EN;d2;Int;data;esane_dv12;100.0;0.0;0.0
hp;EN;d2;Int;data;esane_dv2;10.0;0.55;5.53
hp;EN;d2;Int;data;esane_dv3;20.0;5.38;26.9
hp;EN;d2;Int;data;esane_dv4;150.0;37.37;24.91
hp;EN;d2;Int;data;esane_dv5;100.0;41.76;41.76
hp;EN;d2;Int;data;esane_dv6;200.0;162.3;81.15
hp;EN;d2;Int;data;esane_dv7;200.0;8.95;4.47
hp;EN;d2;Int;data;esane_dv8;250.0;8.92;3.57
hp;EN;d2;Int;data;esane_dv9;100.0;0.0;0.0
hp;EN;d2;Int;data;esanearc_dv;10.0;0.66;6.61
hp;EN;d2;Int;data;ful_dv;20.0;0.0;0.02
hp;EN;d2;Int;data;ful_dv2;20.0;4.89;24.45
hp;EN;d2;Int;data;ful_dv3;1.0;0.12;11.85
hp;EN;d2;Int;data;ful_dv4;10.0;1.44;14.4
hp;EN;d2;Int;data;iae_dv4;1.0;0.0;0.0
hp;EN;d2;Int;data;lifi3_dv;5.0;2.51;50.2
hp;EN;d2;Int;data;lifi3_dv2;5.0;4.61;92.2
hp;EN;d2;Int;data;lifi3_dv3;5.0;2.92;58.4
hp;EN;d2;Int;data;lifi3_dv4;10.0;7.13;71.3
hp;EN;d2;Int;data;oasis_dv;1.0;0.45;45.47
hp;EN;d2;Int;data;oasis_dv2;10.0;4.47;44.7
hp;EN;d2;Int;data;oasis_dv3;10.0;3.82;38.2
hp;EN;d2;Int;data;oasis_dv4;10.0;4.62;46.2
hp;EN;d2;Int;data;ocapi_dv;1.0;0.37;37.1
hp;EN;d2;Int;data;ocapi_dv2;1.0;0.02;1.59
hp;EN;d2;Int;data;ocapi_dv3;1.0;0.01;1.25
hp;EN;d2;Int;data;ocapi_dv4;1.0;0.63;63.3
hp;EN;d2;Int;data;ocapi_dv5;1.0;0.29;28.6
hp;EN;d2;Int;data;ocapi_dv6;1.0;0.0;0.0
hp;EN;d2;Int;data;octavie_dv;1.0;0.22;22.48
hp;EN;d2;Int;data;octavie_dv2;1.0;0.39;39.22
hp;EN;d2;Int;data;origami_dv;10.0;3.56;35.6
hp;EN;d2;Int;data;origami_dv2;1.0;0.12;11.86
hp;EN;d2;Int;data;origami_dv3;1.0;0.06;5.61
hp;EN;d2;Int;data;origami_dv4;1.0;0.0;0.21
hp;EN;d2;Int;data;origami_dv5;1.0;0.08;8.06
hp;EN;d2;Int;data;profilapp_dv;5.0;1.08;21.6
hp;EN;d2;Int;data;profilapp_dv2;1.0;0.47;47.35
hp;EN;d2;Int;data;profilapp_dv3;1.0;0.64;63.5
hp;EN;d2;Int;data;profilapp_dv4;5.0;1.2;24.0
hp;EN;d2;Int;data;profilapp_dv5;1.0;0.48;48.12
hp;EN;d2;Int;data;profilapp_dv6;1.0;0.36;36.07
hp;EN;d2;Int;data;profilapp_dv9;1.0;0.74;73.6
hp;EN;d2;Int;logs;calvados_dv;1.0;0.08;7.75
hp;EN;d2;Int;logs;calvados_dv2;1.0;0.48;47.63
hp;EN;d2;Int;logs;calvados_dv3;1.0;0.04;4.28
hp;EN;d2;Int;logs;citrus_dv;1.0;0.01;0.56
hp;EN;d2;Int;logs;esane_dv;1.0;0.04;4.05
hp;EN;d2;Int;logs;esane_dv10;5.0;0.0;0.0
hp;EN;d2;Int;logs;esane_dv11;5.0;0.0;0.0
hp;EN;d2;Int;logs;esane_dv12;5.0;0.0;0.0
hp;EN;d2;Int;logs;esane_dv2;1.0;0.01;1.48
hp;EN;d2;Int;logs;esane_dv3;10.0;5.39;53.9
hp;EN;d2;Int;logs;esane_dv4;5.0;2.11;42.2
hp;EN;d2;Int;logs;esane_dv5;10.0;1.05;10.5
hp;EN;d2;Int;logs;esane_dv6;5.0;4.08;81.6
hp;EN;d2;Int;logs;esane_dv7;10.0;0.65;6.5
hp;EN;d2;Int;logs;esane_dv8;10.0;0.39;3.86
hp;EN;d2;Int;logs;esane_dv9;5.0;0.0;0.0
hp;EN;d2;Int;logs;esanearc_dv;1.0;0.0;0.04
hp;EN;d2;Int;logs;ful_dv;1.0;0.0;0.0
hp;EN;d2;Int;logs;ful_dv2;1.0;0.0;0.06
hp;EN;d2;Int;logs;ful_dv3;1.0;0.0;0.0
hp;EN;d2;Int;logs;ful_dv4;1.0;0.01;1.41
hp;EN;d2;Int;logs;iae_dv4;1.0;0.0;0.0
hp;EN;d2;Int;logs;lifi3_dv;1.0;0.04;3.83
hp;EN;d2;Int;logs;lifi3_dv2;1.0;0.02;2.44
hp;EN;d2;Int;logs;lifi3_dv3;1.0;0.2;20.34
hp;EN;d2;Int;logs;lifi3_dv4;1.0;0.27;26.96
hp;EN;d2;Int;logs;oasis_dv;1.0;0.09;8.98
hp;EN;d2;Int;logs;oasis_dv2;1.0;0.0;0.05
hp;EN;d2;Int;logs;oasis_dv3;1.0;0.01;0.6
hp;EN;d2;Int;logs;oasis_dv4;1.0;0.02;2.48
hp;EN;d2;Int;logs;ocapi_dv;1.0;0.02;2.42
hp;EN;d2;Int;logs;ocapi_dv2;1.0;0.02;1.98
hp;EN;d2;Int;logs;ocapi_dv3;1.0;0.09;9.01
hp;EN;d2;Int;logs;ocapi_dv4;1.0;0.16;15.85
hp;EN;d2;Int;logs;ocapi_dv5;1.0;0.03;3.44
hp;EN;d2;Int;logs;ocapi_dv6;1.0;0.01;1.45
hp;EN;d2;Int;logs;octavie_dv;1.0;0.03;3.31
hp;EN;d2;Int;logs;octavie_dv2;1.0;0.0;0.49
hp;EN;d2;Int;logs;origami_dv;1.0;0.34;33.86
hp;EN;d2;Int;logs;origami_dv2;1.0;0.02;2.12
hp;EN;d2;Int;logs;origami_dv3;1.0;0.07;6.84
hp;EN;d2;Int;logs;origami_dv4;1.0;0.01;0.8
hp;EN;d2;Int;logs;origami_dv5;1.0;0.06;6.13
hp;EN;d2;Int;logs;profilapp_dv;5.0;0.0;0.08
hp;EN;d2;Int;logs;profilapp_dv2;1.0;0.0;0.21
hp;EN;d2;Int;logs;profilapp_dv3;1.0;0.0;0.24
hp;EN;d2;Int;logs;profilapp_dv4;1.0;0.0;0.02
hp;EN;d2;Int;logs;profilapp_dv5;1.0;0.0;0.08
hp;EN;d2;Int;logs;profilapp_dv6;1.0;0.0;0.1
hp;EN;d2;Int;logs;profilapp_dv9;1.0;0.0;0.07
hp;EP;d2;Int;data;arc_dv;30.0;19.01;63.37
hp;EP;d2;Int;data;arc_dv2;250.0;156.0;62.4
hp;EP;d2;Int;data;arccts_dv;50.0;1.92;3.84
hp;EP;d2;Int;data;arccts_dv2;100.0;13.18;13.18
hp;EP;d2;Int;data;arcdads_dv;20.0;15.11;75.55
hp;EP;d2;Int;data;arcfiscalresil_dv;1.0;1.02;101.9
hp;EP;d2;Int;data;arcpasrauresil_dv;100.0;30.19;30.19
