env;quartier;dc;zone;type;Application;Cap;Use;Use%
pd;AN;d2;Int;logs;pegase_bt;1.0;0.0;0.0
pd;AN;d2;Int;logs;pegase_bt2;1.0;0.0;0.0
pd;AP;d1;Dmz;data;elk_pd;1.0;0.21;21.26
pd;AP;d1;Dmz;data;formetda_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;data;gravitee_pd;50.0;49.65;99.3
pd;AP;d1;Dmz;data;r2d2_pd;150.0;23.41;15.61
pd;AP;d1;Dmz;data;reinitmp_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;data;todelete_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;data;todeletetest_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;data;vault_pd;5.0;0.02;0.39
pd;AP;d1;Dmz;data;wspowershell_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;logs;elk_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;logs;formetda_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;logs;gravitee_pd;1.0;0.06;6.3
pd;AP;d1;Dmz;logs;r2d2_pd;10.0;6.2;62.0
pd;AP;d1;Dmz;logs;reinitmp_pd;1.0;0.1;9.81
pd;AP;d1;Dmz;logs;todelete_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;logs;todeletetest_pd;1.0;0.0;0.0
pd;AP;d1;Dmz;logs;vault_pd;5.0;2.0;40.0
pd;AP;d1;Dmz;logs;wspowershell_pd;1.0;0.0;0.0
pd;AP;d1;Int;data;_service_pd;50.0;7.23;14.46
pd;AP;d1;Int;data;cigal_pd;10.0;4.94;49.4
pd;AP;d1;Int;data;gitlab_pd;5.0;1.12;22.4
pd;AP;d1;Int;data;gravitee_pd;1.0;0.0;0.0
pd;AP;d1;Int;data;majiba3_pd;30.0;0.0;0.0
pd;AP;d1;Int;data;majiba_pd;5.0;4.32;86.4
pd;AP;d1;Int;data;majsql_pd;1.0;0.0;0.1
pd;AP;d1;Int;data;oiseau_pd;10.0;0.0;0.0
pd;AP;d1;Int;data;pegase_pd;5.0;1.14;22.8
pd;AP;d1;Int;data;rainette_pd;1.0;0.0;0.0
pd;AP;d1;Int;data;sas_pd;1.0;0.0;0.02
pd;AP;d1;Int;data;vault_pd;5.0;0.1;1.96
pd;AP;d1;Int;data;wspegase_pd;1.0;0.0;0.0
pd;AP;d1;Int;logs;_service_pd;5.0;0.0;0.0
pd;AP;d1;Int;logs;cigal_pd;5.0;0.0;0.06
pd;AP;d1;Int;logs;gitlab_pd;50.0;32.97;65.94
pd;AP;d1;Int;logs;gravitee_pd;1.0;0.03;3.4
pd;AP;d1;Int;logs;majiba3_pd;30.0;3.86;12.87
pd;AP;d1;Int;logs;majiba_pd;1.0;0.2;19.6
pd;AP;d1;Int;logs;majsql_pd;10.0;4.47;44.7
pd;AP;d1;Int;logs;oiseau_pd;1.0;0.0;0.0
pd;AP;d1;Int;logs;pegase_pd;5.0;0.01;0.18
pd;AP;d1;Int;logs;rainette_pd;1.0;0.0;0.0
pd;AP;d1;Int;logs;sas_pd;1.0;0.0;0.0
pd;AP;d1;Int;logs;vault_pd;100.0;7.62;7.62
pd;AP;d1;Int;logs;wspegase_pd;1.0;0.0;0.05
pd;AP;d2;Dmz;data;r2d2_bt;5.0;0.82;16.46
pd;AP;d2;Dmz;logs;r2d2_bt;1.0;0.57;57.08
pd;AP;d2;Int;data;majiba3_pd2;1.0;0.0;0.0
pd;AP;d2;Int;data;observabilite_pd;1000.0;232.8;23.28
pd;AP;d2;Int;data;pegase_bt;5.0;0.0;0.0
pd;AP;d2;Int;logs;majiba3_pd2;1.0;0.0;0.0
pd;AP;d2;Int;logs;observabilite_pd;1.0;0.0;0.0
pd;AP;d2;Int;logs;pegase_bt;5.0;0.0;0.0
pd;CJ;d1;Int;data;conjoncture_pd;60.0;48.81;81.35
pd;CJ;d1;Int;data;ecmoss_pd;5.0;1.09;21.8
pd;CJ;d1;Int;data;elbs_pd;5.0;0.98;19.58
pd;CJ;d1;Int;data;elbs_pd2;1.0;0.0;0.0
pd;CJ;d1;Int;data;harmonica_pd;100.0;43.53;43.53
pd;CJ;d1;Int;data;ofats_pd;10.0;0.73;7.31
pd;CJ;d1;Int;data;papaye_pd;20.0;9.41;47.05
pd;CJ;d1;Int;data;tourisme3_pd;20.0;14.17;70.85
pd;CJ;d1;Int;logs;conjoncture_pd;20.0;3.11;15.55
pd;CJ;d1;Int;logs;ecmoss_pd;1.0;0.4;39.71
pd;CJ;d1;Int;logs;elbs_pd;1.0;0.83;82.61
pd;CJ;d1;Int;logs;elbs_pd2;1.0;0.0;0.0
pd;CJ;d1;Int;logs;harmonica_pd;5.0;0.17;3.43
pd;CJ;d1;Int;logs;ofats_pd;1.0;1.0;100.0
pd;CJ;d1;Int;logs;papaye_pd;20.0;1.81;9.05
pd;CJ;d1;Int;logs;tourisme3_pd;50.0;0.12;0.25
pd;CJ;d2;Int;data;harmonica_fo;10.0;1.98;19.8
pd;CJ;d2;Int;data;tourisme3_fo;1.0;0.9;90.13
pd;CJ;d2;Int;logs;harmonica_fo;2.0;0.41;20.54
pd;CJ;d2;Int;logs;tourisme3_fo;1.0;0.0;0.28
pd;CN;d1;Int;data;ariege_pd;30.0;20.62;68.73
pd;CN;d1;Int;data;ecmoss_pd;10.0;0.54;5.42
pd;CN;d1;Int;data;goeland_pd;30.0;15.82;52.73
pd;CN;d1;Int;data;iecn_pd;1000.0;0.0;0.0
pd;CN;d1;Int;data;toucan_pd;5.0;4.26;85.2
pd;CN;d1;Int;logs;ariege_pd;5.0;0.22;4.34
pd;CN;d1;Int;logs;ecmoss_pd;6.0;1.34;22.33
pd;CN;d1;Int;logs;goeland_pd;1.0;0.0;0.1
pd;CN;d1;Int;logs;iecn_pd;5.0;0.0;0.0
pd;CN;d1;Int;logs;toucan_pd;20.0;0.82;4.11
pd;DF;d1;Dmz;data;ddl_pd;20.0;11.25;56.25
pd;DF;d1;Dmz;data;melauto_pd;5.0;0.0;0.05
pd;DF;d1;Dmz;data;melodi_pd;20.0;1.74;8.7
pd;DF;d1;Dmz;data;web4g_pd;1.0;0.0;0.0
pd;DF;d1;Dmz;data;web4g_pd2;1270.0;888.4;69.95
pd;DF;d1;Dmz;logs;ddl_pd;1.0;0.39;38.92
pd;DF;d1;Dmz;logs;melauto_pd;1.0;0.0;0.0
pd;DF;d1;Dmz;logs;melodi_pd;1.0;0.11;10.68
pd;DF;d1;Dmz;logs;web4g_pd;1.0;0.0;0.0
pd;DF;d1;Dmz;logs;web4g_pd2;55.0;34.16;62.11
pd;DF;d1;Int;data;ddl_pd;1.0;0.0;0.0
pd;DF;d1;Int;data;edl_pd;500.0;162.3;32.46
pd;DF;d1;Int;data;melodi_pd;50.0;11.58;23.16
pd;DF;d1;Int;data;portar_pd;5.0;2.0;40.0
pd;DF;d1;Int;data;statweb4g_pd;5.0;1.36;27.2
pd;DF;d1;Int;logs;ddl_pd;1.0;0.0;0.0
pd;DF;d1;Int;logs;edl_pd;10.0;1.78;17.8
pd;DF;d1;Int;logs;melodi_pd;1.0;0.0;0.0
pd;DF;d1;Int;logs;portar_pd;1.0;0.02;2.23
pd;DF;d1;Int;logs;statweb4g_pd;1.0;0.0;0.16
pd;DPT_IF;d1;Dmz;data;pddpdebmaill172;250.0;61.73;24.69
pd;DPT_IF;d1;Int;data;pddpdebianll103;4000.0;2010.0;50.25
pd;DPT_IF;d1;Int;data;pddpdebrefll103;4000.0;2080.0;52.0
pd;DPT_IF;d2;Dmz;data;pddpdebianll273;4000.0;1520.0;38.0
pd;DPT_IF;d2;Dmz;data;pddpdebianll274;4000.0;1520.0;38.0
pd;DPT_IF;d2;Int;data;pddpdebianll205;4000.0;2080.0;52.0
pd;DPT_IF;d2;Int;data;pddpdebianll206;4000.0;2080.0;52.0
pd;DPT_IF;d2;Int;data;pddpdebianll207;4000.0;2010.0;50.25
pd;DPT_IF;d2;Int;data;pddpdebianll208;2700.0;2000.0;74.07
pd;EN;d1;Dmz;data;citrus_pd;50.0;12.84;25.68
pd;EN;d1;Dmz;logs;citrus_pd;10.0;0.04;0.44
pd;EN;d1;Int;data;calvados_pd;1.0;0.11;11.01
pd;EN;d1;Int;data;esane_pd;1170.0;941.8;80.5
pd;EN;d1;Int;data;esanearc_pd;50.0;26.02;52.04
pd;EN;d1;Int;data;ful_pd;100.0;15.77;15.77
pd;EN;d1;Int;data;iae_pd;1.0;0.0;0.0
pd;EN;d1;Int;data;lifi3_pd;600.0;185.2;30.87
pd;EN;d1;Int;data;oasis_pd;100.0;94.26;94.26
pd;EN;d1;Int;data;ocapi_pd;150.0;10.68;7.12
pd;EN;d1;Int;data;ocapi_pd2;1.0;0.0;0.0
pd;EN;d1;Int;data;octavie_pd;50.0;22.04;44.08
pd;EN;d1;Int;data;origami_pd;50.0;16.51;33.02
pd;EN;d1;Int;data;profilapp_pd;20.0;17.42;87.1
pd;EN;d1;Int;logs;calvados_pd;10.0;5.03;50.3
pd;EN;d1;Int;logs;esane_pd;100.0;73.75;73.75
pd;EN;d1;Int;logs;esanearc_pd;5.0;0.01;0.2
pd;EN;d1;Int;logs;ful_pd;10.0;4.23;42.3
pd;EN;d1;Int;logs;iae_pd;1.0;0.0;0.0
pd;EN;d1;Int;logs;lifi3_pd;50.0;3.0;6.0
pd;EN;d1;Int;logs;oasis_pd;5.0;1.41;28.2
pd;EN;d1;Int;logs;ocapi_pd;5.0;0.27;5.33
pd;EN;d1;Int;logs;ocapi_pd2;1.0;0.0;0.0
pd;EN;d1;Int;logs;octavie_pd;1.0;0.27;27.29
pd;EN;d1;Int;logs;origami_pd;5.0;0.47;9.33
pd;EN;d1;Int;logs;profilapp_pd;5.0;0.52;10.43
pd;EN;d2;Int;data;calvados_fo;1.0;0.0;0.0
pd;EN;d2;Int;data;citrus_fo;5.0;0.02;0.31
pd;EN;d2;Int;data;esane_fo;200.0;65.72;32.86
pd;EN;d2;Int;data;oasis_fo;1.0;0.68;68.3
pd;EN;d2;Int;logs;citrus_fo;1.0;0.0;0.03
pd;EN;d2;Int;logs;esane_fo;1.0;0.08;7.5
pd;EN;d2;Int;logs;oasis_fo;1.0;0.0;0.39
pd;EP;d1;Int;data;arc_pd;1240.0;1040.0;83.87
pd;EP;d1;Int;data;arccts_pd;550.0;407.9;74.16
pd;EP;d1;Int;data;arcdads_pd;500.0;302.1;60.42
pd;EP;d1;Int;data;arcfiscalresil_pd;250.0;40.89;16.36
pd;EP;d1;Int;data;arcpasrauresil_pd;100.0;42.61;42.61
pd;EP;d1;Int;data;artemis_pd;200.0;32.56;16.28
pd;EP;d1;Int;data;artemisdads_pd;8.0;5.42;67.75
pd;EP;d1;Int;data;diane_pd;400.0;364.9;91.22
pd;EP;d1;Int;data;dianedads_pd;200.0;94.69;47.34
pd;EP;d1;Int;data;dsnflash_pd;10.0;2.13;21.3
pd;EP;d1;Int;data;heracles_pd;20.0;0.04;0.18
pd;EP;d1;Int;data;thesee_pd;500.0;138.5;27.7
pd;EP;d1;Int;logs;arc_pd;5.0;0.36;7.24
pd;EP;d1;Int;logs;arccts_pd;1.0;0.07;6.68
pd;EP;d1;Int;logs;arcdads_pd;50.0;0.1;0.19
pd;EP;d1;Int;logs;arcfiscalresil_pd;1.0;0.77;77.29
pd;EP;d1;Int;logs;arcpasrauresil_pd;1.0;0.54;54.38
pd;EP;d1;Int;logs;artemis_pd;30.0;13.07;43.57
pd;EP;d1;Int;logs;artemisdads_pd;5.0;0.91;18.2
pd;EP;d1;Int;logs;diane_pd;5.0;0.23;4.63
pd;EP;d1;Int;logs;dianedads_pd;5.0;0.25;4.99
pd;EP;d1;Int;logs;dsnflash_pd;5.0;1.01;20.2
pd;EP;d1;Int;logs;heracles_pd;5.0;2.75;55.0
pd;EP;d1;Int;logs;thesee_pd;5.0;0.58;11.68
pd;ET;d1;Int;data;dmtr_pd;5.0;0.0;0.0
pd;ET;d1;Int;data;dr35form_pd;5.0;2.02;40.4
pd;ET;d1;Int;data;eristats_pd;1.0;0.0;0.0
pd;ET;d1;Int;data;pildrapp_pd;5.0;0.42;8.45
pd;ET;d1;Int;data;sics_pd;5.0;1.59;31.8
pd;ET;d1;Int;data;tbgestfi_pd;5.0;0.42;8.42
pd;ET;d1;Int;logs;dmtr_pd;1.0;0.0;0.0
pd;ET;d1;Int;logs;dr35form_pd;1.0;0.0;0.02
pd;ET;d1;Int;logs;eristats_pd;1.0;0.0;0.0
pd;ET;d1;Int;logs;pildrapp_pd;1.0;0.0;0.01
pd;ET;d1;Int;logs;sics_pd;1.0;0.0;0.0
pd;ET;d1;Int;logs;tbgestfi_pd;1.0;0.0;0.0
pd;GE;d1;Int;data;creacartes_pd;500.0;245.6;49.12
pd;GE;d1;Int;data;gaia_pd;200.0;116.2;58.1
pd;GE;d1;Int;data;geoloc_pd;100.0;75.12;75.12
pd;GE;d1;Int;data;geosrv_pd;1.0;0.0;0.0
pd;GE;d1;Int;data;refi2wsi_pd;1.0;0.0;0.0
pd;GE;d1;Int;data;refigeo2_pd;5.0;0.88;17.57
pd;GE;d1;Int;data;refigsrv_pd;5.0;0.0;0.0
pd;GE;d1;Int;logs;creacartes_pd;1.0;0.01;1.03
pd;GE;d1;Int;logs;gaia_pd;5.0;1.16;23.2
pd;GE;d1;Int;logs;geoloc_pd;5.0;3.62;72.4
pd;GE;d1;Int;logs;geosrv_pd;1.0;0.0;0.0
pd;GE;d1;Int;logs;refi2wsi_pd;1.0;0.0;0.0
pd;GE;d1;Int;logs;refigeo2_pd;1.0;0.32;32.18
pd;GE;d1;Int;logs;refigsrv_pd;1.0;0.0;0.01
pd;GE;d2;Int;data;geoloc_fo;5.0;0.0;0.0
pd;GE;d2;Int;logs;geoloc_fo;1.0;0.05;4.89
pd;IF;d1;Dmz;data;_puppet_pd;800.0;402.4;50.3
pd;IF;d1;Dmz;data;observabilite_pd;1.0;0.0;0.0
pd;IF;d1;Dmz;logs;_puppet_pd;50.0;0.0;0.0
pd;IF;d1;Dmz;logs;observabilite_pd;1.0;0.0;0.0
pd;IF;d2;Dmz;data;_puppet_pd;800.0;399.3;49.91
pd;IF;d2;Dmz;logs;_puppet_pd;50.0;0.0;0.0
pd;MN;d1;Dmz;data;blaise5_pd;660.0;423.9;64.23
pd;MN;d1;Dmz;data;blaiseis_pd;22.0;17.98;81.73
pd;MN;d1;Dmz;data;coleman_pd;40.0;0.0;0.0
pd;MN;d1;Dmz;data;melauto_pd;1.0;0.0;0.32
pd;MN;d1;Dmz;logs;blaise5_pd;5.0;0.8;16.01
pd;MN;d1;Dmz;logs;blaiseis_pd;15.0;0.39;2.58
pd;MN;d1;Dmz;logs;coleman_pd;5.0;1.82;36.4
pd;MN;d1;Dmz;logs;melauto_pd;1.0;0.0;0.0
pd;MN;d1;Int;data;baffil_pd;1950.0;1690.0;86.67
pd;MN;d1;Int;data;capi3g_pd;50.0;32.44;64.88
pd;MN;d1;Int;data;capi_pd;500.0;407.4;81.48
pd;MN;d1;Int;data;eec3_pd;300.0;214.4;71.47
pd;MN;d1;Int;data;erfsdrm_pd;100.0;96.39;96.39
pd;MN;d1;Int;data;fideli2_pd;800.0;492.5;61.56
pd;MN;d1;Int;data;fideli_pd;2800.0;1210.0;43.21
pd;MN;d1;Int;data;filosofi2_pd;3420.0;1520.0;44.44
pd;MN;d1;Int;data;infocentre_pd;5.0;1.49;29.8
pd;MN;d1;Int;data;nautile_pd;100.0;91.97;91.97
pd;MN;d1;Int;data;opale_pd;50.0;5.59;11.18
pd;MN;d1;Int;data;prvempl_pd;1.0;0.66;66.49
pd;MN;d1;Int;data;prvform_pd;1.0;0.44;44.21
pd;MN;d1;Int;data;queen_pd;50.0;0.01;0.02
pd;MN;d1;Int;data;queen_pd2;4.0;0.0;0.0
pd;MN;d1;Int;data;rapsodie_pd;3910.0;2800.0;71.61
pd;MN;d1;Int;data;rmesstromae_pd;1.0;0.0;0.0
pd;MN;d1;Int;data;sabiane_pd;8.0;5.35;66.88
pd;MN;d1;Int;data;sabiane_pd2;4.0;1.71;42.75
pd;MN;d1;Int;logs;baffil_pd;1.0;0.17;16.56
pd;MN;d1;Int;logs;capi3g_pd;25.0;15.72;62.88
pd;MN;d1;Int;logs;capi_pd;1.0;0.29;28.97
pd;MN;d1;Int;logs;eec3_pd;10.0;0.16;1.65
pd;MN;d1;Int;logs;erfsdrm_pd;1.0;0.0;0.0
pd;MN;d1;Int;logs;fideli2_pd;1.0;0.2;19.74
pd;MN;d1;Int;logs;fideli_pd;1.0;0.06;6.28
pd;MN;d1;Int;logs;filosofi2_pd;1.0;0.0;0.0
pd;MN;d1;Int;logs;infocentre_pd;1.0;0.02;2.35
pd;MN;d1;Int;logs;nautile_pd;1.0;0.16;15.68
pd;MN;d1;Int;logs;opale_pd;5.0;0.64;12.75
pd;MN;d1;Int;logs;prvempl_pd;6.0;0.62;10.32
pd;MN;d1;Int;logs;prvform_pd;2.0;0.17;8.45
pd;MN;d1;Int;logs;queen_pd;4.0;0.31;7.83
pd;MN;d1;Int;logs;queen_pd2;4.0;1.21;30.25
pd;MN;d1;Int;logs;rapsodie_pd;1.0;0.22;21.6
pd;MN;d1;Int;logs;rmesstromae_pd;3.0;1.99;66.33
pd;MN;d1;Int;logs;sabiane_pd;4.0;0.79;19.68
pd;MN;d1;Int;logs;sabiane_pd2;4.0;2.81;70.25
pd;MN;d2;Int;data;eec3_fo;5.0;0.56;11.1
pd;MN;d2;Int;data;opale_fo;5.0;0.31;6.16
pd;MN;d2;Int;data;prvempl_fo;5.0;0.05;1.02
pd;MN;d2;Int;data;queen_fo;5.0;0.0;0.0
pd;MN;d2;Int;data;sabiane_fo;5.0;0.0;0.0
pd;MN;d2;Int;logs;eec3_fo;1200.0;1.02;0.08
pd;MN;d2;Int;logs;opale_fo;1.0;1.0;100.0
pd;MN;d2;Int;logs;prvempl_fo;2.0;0.0;0.0
pd;MN;d2;Int;logs;queen_fo;1.0;0.48;48.05
pd;MN;d2;Int;logs;sabiane_fo;1.0;0.19;19.11
pd;PL;d1;Dmz;data;contentieux_pd;10.0;7.48;74.8
pd;PL;d1;Dmz;data;gemini_pd;1.0;0.41;41.44
pd;PL;d1;Dmz;logs;contentieux_pd;25.0;0.12;0.5
pd;PL;d1;Dmz;logs;gemini_pd;1.0;0.02;1.54
pd;PL;d1;Int;data;archimed_pd;1.0;0.0;0.0
pd;PL;d1;Int;data;athenes_pd;1.0;0.04;4.4
pd;PL;d1;Int;data;figaro_pd;250.0;119.9;47.96
pd;PL;d1;Int;data;gecocour_pd;30.0;23.74;79.13
pd;PL;d1;Int;data;gecoentr_pd;100.0;92.24;92.24
pd;PL;d1;Int;data;gemini_pd;1.0;0.0;0.0
pd;PL;d1;Int;data;pilot_pd;20.0;7.4;37.0
pd;PL;d1;Int;data;pilotdon_pd;1.0;0.0;0.0
pd;PL;d1;Int;logs;archimed_pd;1.0;0.06;5.97
pd;PL;d1;Int;logs;athenes_pd;1.0;0.81;80.88
pd;PL;d1;Int;logs;figaro_pd;10.0;6.35;63.5
pd;PL;d1;Int;logs;gecocour_pd;1.0;0.68;67.65
pd;PL;d1;Int;logs;gecoentr_pd;50.0;21.75;43.5
pd;PL;d1;Int;logs;gemini_pd;1.0;0.07;7.35
pd;PL;d1;Int;logs;pilot_pd;10.0;0.55;5.47
pd;PL;d1;Int;logs;pilotdon_pd;10.0;0.0;0.02
pd;PX;d1;Dmz;data;collecteprix_pd;10.0;4.24;42.4
pd;PX;d1;Dmz;data;ddc_pd;200.0;44.25;22.12
pd;PX;d1;Dmz;logs;collecteprix_pd;20.0;0.64;3.21
pd;PX;d1;Dmz;logs;ddc_pd;10.0;0.0;0.01
pd;PX;d1;Int;data;ddc_pd;1460.0;583.8;39.99
pd;PX;d1;Int;data;enquetesprix_pd;10.0;0.07;0.72
pd;PX;d1;Int;data;prismeipc_pd;1.0;0.0;0.0
pd;PX;d1;Int;logs;ddc_pd;40.0;0.0;0.0
pd;PX;d1;Int;logs;enquetesprix_pd;5.0;0.05;1.09
pd;PX;d1;Int;logs;prismeipc_pd;1.0;0.29;29.21
pd;PX;d2;Dmz;data;collecteprix_bt;1.0;0.0;0.0
pd;PX;d2;Dmz;data;collecteprix_fo;5.0;0.0;0.0
pd;PX;d2;Dmz;data;collecteprix_fo2;1.0;0.0;0.0
pd;PX;d2;Dmz;data;collecteprix_fo3;1.0;0.0;0.0
pd;PX;d2;Dmz;logs;collecteprix_bt;1.0;0.0;0.08
pd;PX;d2;Dmz;logs;collecteprix_fo;5.0;0.06;1.21
pd;PX;d2;Dmz;logs;collecteprix_fo2;1.0;0.0;0.47
pd;PX;d2;Dmz;logs;collecteprix_fo3;1.0;0.0;0.0
pd;PX;d2;Int;data;ipc_fo;5.0;0.01;0.22
pd;PX;d2;Int;logs;ipc_fo;1.0;0.02;1.69
pd;RE;d1;Dmz;data;api_manager_pd;50.0;24.98;49.96
pd;RE;d1;Dmz;data;apisirene_pd;500.0;273.6;54.72
pd;RE;d1;Dmz;data;apisirene_pd2;500.0;86.62;17.32
pd;RE;d1;Dmz;data;lei_pd;4880.0;628.6;12.88
pd;RE;d1;Dmz;data;sirene4_pd;750.0;219.1;29.21
pd;RE;d1;Dmz;data;sirene4declaration_pd;10.0;4.57;45.7
pd;RE;d1;Dmz;data;sirene4gestion_pd;1.0;0.0;0.0
pd;RE;d1;Dmz;data;sirene4services_pd;10.0;3.66;36.6
pd;RE;d1;Dmz;data;sirus_pd;600.0;469.6;78.27
pd;RE;d1;Dmz;data;syracuse_pd;1070.0;0.05;0.0
pd;RE;d1;Dmz;logs;api_manager_pd;300.0;25.44;8.48
pd;RE;d1;Dmz;logs;apisirene_pd;250.0;110.0;44.0
pd;RE;d1;Dmz;logs;apisirene_pd2;250.0;100.6;40.24
pd;RE;d1;Dmz;logs;lei_pd;15.0;2.79;18.6
pd;RE;d1;Dmz;logs;sirene4_pd;300.0;100.9;33.63
